Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA SCA,SCA GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
8/14/22,La Liga,Almeria,Ferland Mendy,23,fr FRA,LB,27-067,73,0,0,0,0,0,0,0,0,0,70,2,0,0,0,0.1,5,0,60,64,93.8,11,55,4,3,2,2,1,1,1,0,1,2,50,1,0,0,0,0,2,0,0,60,64,93.8,738,267,45,46,97.8,11,13,84.6,2,2,100,0,0.1,0.1,2,8,3,0,11,https://fbref.com/en/matches/c1e42359/Almeria-Real-Madrid-August-14-2022-La-Liga
8/14/22,La Liga,Almeria,David Alaba,4,at AUT,LB,30-051,17,1,0,0,0,1,1,0,0,0,24,0,1,0.1,0.1,0,1,0,20,23,87,1,16,0,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,20,23,87,234,119,10,11,90.9,4,4,100,1,1,100,0,0,0.1,1,0,2,1,1,https://fbref.com/en/matches/c1e42359/Almeria-Real-Madrid-August-14-2022-La-Liga
8/14/22,La Liga,Almeria,Nacho,6,es ESP,CB,32-208,90,0,0,0,0,0,0,0,0,2,66,0,1,0,0,0,2,0,59,61,96.7,4,45,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,2,2,0,0,59,61,96.7,1005,421,22,23,95.7,29,30,96.7,4,4,100,0,0,0,0,5,0,0,4,https://fbref.com/en/matches/c1e42359/Almeria-Real-Madrid-August-14-2022-La-Liga
8/14/22,La Liga,Almeria,Antonio Rüdiger,22,de GER,CB,29-164,90,0,0,0,0,2,1,0,0,1,49,0,1,0.2,0.2,0,1,0,36,43,83.7,2,34,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,36,43,83.7,625,191,18,19,94.7,15,15,100,3,6,50,0,0,0.1,1,2,1,0,2,https://fbref.com/en/matches/c1e42359/Almeria-Real-Madrid-August-14-2022-La-Liga
8/14/22,La Liga,Almeria,Lucas Vázquez,17,es ESP,RB,31-044,90,1,0,0,0,3,2,0,0,1,71,1,0,0.2,0.2,0.1,2,0,54,63,85.7,2,50,4,1,1,1,1,1,0,0,1,1,100,0,0,0,0,1,2,0,0,54,63,85.7,732,149,33,37,89.2,17,18,94.4,1,3,33.3,0,0.1,0.1,2,4,1,1,2,https://fbref.com/en/matches/c1e42359/Almeria-Real-Madrid-August-14-2022-La-Liga
8/14/22,La Liga,Almeria,Thibaut Courtois,1,be BEL,GK,30-095,90,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,31,35,88.6,0,27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,31,35,88.6,773,507,8,8,100,15,15,100,8,12,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/c1e42359/Almeria-Real-Madrid-August-14-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Karim Benzema,9,fr FRA,FW,34-244,90,1,0,1,1,4,2,0,0,0,64,1,0,1.6,0.5,0.1,2,0,46,53,86.8,7,44,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,46,53,86.8,588,105,33,35,94.3,8,9,88.9,2,2,100,0,0.1,0,1,5,1,0,7,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Vinicius Júnior,20,br BRA,LW,22-039,82,1,1,0,0,3,1,0,0,2,46,3,1,1.1,1.1,0.3,4,2,20,27,74.1,1,28,6,7,2,3,1,1,1,1,1,2,50,1,1,0,1,2,5,0,0,20,27,74.1,317,55,10,14,71.4,5,6,83.3,3,3,100,1,0.3,0,2,0,1,0,1,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Eden Hazard,7,be BEL,LW,31-225,8,0,0,0,1,0,0,0,0,0,7,0,0,0.8,0,0,1,0,4,6,66.7,0,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,6,66.7,77,1,2,4,50,1,1,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Federico Valverde,15,uy URU,RW,24-029,90,1,0,0,0,2,1,0,0,0,54,2,3,0.2,0.2,0.2,1,0,40,45,88.9,5,34,1,1,1,2,1,0,2,0,2,4,50,2,3,0,3,0,2,0,0,40,45,88.9,659,164,19,21,90.5,15,15,100,3,4,75,0,0.2,0,1,5,0,0,5,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Eduardo Camavinga,12,fr FRA,LM,19-283,82,0,0,0,0,0,0,0,0,2,65,1,3,0,0,0.1,4,0,45,51,88.2,5,50,2,4,3,1,1,1,0,0,0,2,0,2,3,0,3,2,3,1,0,45,51,88.2,769,194,19,23,82.6,20,21,95.2,5,5,100,0,0.1,0.1,1,8,1,1,5,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Marco Asensio,11,es ESP,LM,26-211,8,0,0,0,0,1,0,0,0,0,3,1,0,0.2,0.2,0,0,0,1,1,100,0,2,1,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,100,6,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Aurélien Tchouaméni,18,fr FRA,CM,22-205,90,0,0,0,0,1,0,0,0,3,83,2,3,0,0,0.2,4,1,61,68,89.7,4,53,1,3,3,2,1,0,2,0,0,0,,0,3,1,2,3,5,4,0,61,68,89.7,985,259,28,29,96.6,29,34,85.3,2,2,100,0,0.2,0,3,4,0,0,4,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Luka Modrić,10,hr CRO,RM,36-345,76,1,1,0,0,1,1,0,0,0,55,1,2,0,0,1.3,4,1,43,47,91.5,6,32,3,4,1,1,1,1,0,0,0,2,0,2,2,1,1,0,1,0,0,43,47,91.5,647,209,21,22,95.5,11,12,91.7,5,7,71.4,1,1.3,0.5,3,4,1,0,6,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Dani Ceballos,19,es ESP,RM,26-013,14,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,10,11,90.9,3,7,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,10,11,90.9,130,64,5,5,100,2,2,100,1,1,100,0,0,0,0,3,0,0,3,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Ferland Mendy,23,fr FRA,LB,27-073,90,0,0,0,0,0,0,0,0,3,78,1,0,0,0,0,3,1,60,68,88.2,1,48,3,4,2,1,1,1,0,0,1,2,50,1,0,0,0,3,4,2,0,60,68,88.2,900,257,38,39,97.4,18,24,75,4,4,100,0,0,0,1,4,0,0,1,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,David Alaba,4,at AUT,CB,30-057,76,0,1,0,0,1,0,1,0,0,50,0,1,0.1,0.1,0,2,2,40,44,90.9,1,34,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,40,44,90.9,644,260,18,18,100,20,20,100,2,6,33.3,1,0,0,1,1,0,0,1,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Lucas Vázquez,17,es ESP,RB,31-050,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,13,92.3,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,12,13,92.3,286,34,3,3,100,6,7,85.7,3,3,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Éder Militão,3,br BRA,CB,24-214,90,0,0,0,0,0,0,0,0,2,48,1,2,0,0,0,0,0,35,37,94.6,1,27,1,0,0,1,0,1,0,0,1,1,100,0,2,1,1,2,3,2,0,35,37,94.6,579,167,11,12,91.7,21,22,95.5,1,1,100,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Dani Carvajal,2,es ESP,RB,30-221,68,0,0,0,0,1,0,1,0,1,45,1,0,0,0,0,2,0,29,37,78.4,1,32,1,0,0,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,29,37,78.4,434,116,19,21,90.5,9,14,64.3,1,2,50,0,0,0,0,3,1,0,1,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Antonio Rüdiger,22,de GER,"CB,RB",29-170,22,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,11,12,91.7,1,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,11,12,91.7,196,51,5,5,100,5,5,100,1,2,50,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/20/22,La Liga,Celta Vigo,Thibaut Courtois,1,be BEL,GK,30-101,90,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,35,45,77.8,0,33,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,45,77.8,742,444,7,8,87.5,19,20,95,7,15,46.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/65ccc663/Celta-Vigo-Real-Madrid-August-20-2022-La-Liga
8/28/22,La Liga,Espanyol,Karim Benzema,9,fr FRA,FW,34-252,90,2,0,0,0,8,4,0,0,1,63,0,2,1.1,1.1,0,6,0,40,48,83.3,7,31,4,3,1,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,40,48,83.3,520,110,26,29,89.7,6,6,100,3,3,100,0,0,0.1,1,4,3,0,7,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Vinicius Júnior,20,br BRA,LW,22-047,90,1,0,0,0,5,2,0,0,0,57,0,0,0.8,0.8,0.1,6,0,32,39,82.1,5,41,6,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32,39,82.1,432,95,22,23,95.7,7,7,100,2,2,100,0,0.1,0.1,3,2,4,0,5,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Federico Valverde,15,uy URU,RW,24-037,57,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0.2,2,1,25,36,69.4,2,25,2,1,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0,25,36,69.4,294,43,16,22,72.7,7,8,87.5,0,2,0,0,0.2,0,1,2,0,0,2,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Rodrygo,21,br BRA,RW,21-231,33,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0.7,3,1,11,12,91.7,3,10,2,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,12,91.7,163,80,4,5,80,6,6,100,0,0,,1,0.7,0.5,2,1,1,0,3,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Toni Kroos,8,de GER,LM,32-236,79,0,0,0,0,1,0,0,0,0,92,1,0,0,0,0.1,2,0,73,87,83.9,13,64,1,1,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,1,0,73,87,83.9,1258,475,33,33,100,28,34,82.4,8,13,61.5,0,0.1,0.1,1,15,1,0,13,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Dani Ceballos,19,es ESP,LM,26-021,11,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,1,6,6,100,0,5,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0,6,6,100,154,74,2,2,100,1,1,100,3,3,100,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Aurélien Tchouaméni,18,fr FRA,CM,22-213,90,0,1,0,0,1,0,0,0,1,83,0,0,0,0,0.4,5,2,69,74,93.2,11,45,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,69,74,93.2,1068,390,38,39,97.4,26,27,96.3,3,5,60,1,0.4,0.3,2,8,1,0,11,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Luka Modrić,10,hr CRO,RM,36-353,57,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,45,50,90,7,31,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45,50,90,696,246,23,24,95.8,15,17,88.2,4,6,66.7,0,0,0.1,0,6,2,0,7,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Eduardo Camavinga,12,fr FRA,RM,19-291,33,0,0,0,0,1,0,0,0,0,19,1,0,0.1,0.1,0.1,4,0,13,13,100,2,11,3,2,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,13,13,100,228,63,6,6,100,5,5,100,2,2,100,0,0.1,0,2,1,1,0,2,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,David Alaba,4,at AUT,LB,30-065,90,0,0,0,0,0,0,0,0,1,54,1,1,0,0,0.1,2,0,47,52,90.4,4,26,0,0,0,1,1,1,0,0,1,2,50,1,1,1,0,1,2,2,1,47,52,90.4,656,237,32,33,97,11,11,100,3,5,60,0,0.1,0.1,2,5,0,0,4,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Antonio Rüdiger,22,de GER,CB,29-178,90,0,0,0,0,1,0,0,0,0,49,1,1,0.1,0.1,0,0,0,38,40,95,2,29,0,0,0,1,1,1,0,0,0,0,,0,1,1,0,0,1,3,0,38,40,95,625,246,20,20,100,14,14,100,3,5,60,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Éder Militão,3,br BRA,CB,24-222,90,0,0,0,0,1,0,0,0,1,70,1,3,0,0,0,1,1,52,57,91.2,2,39,3,2,1,1,1,1,0,0,0,0,,0,3,3,0,1,2,4,0,52,57,91.2,892,247,27,27,100,15,17,88.2,6,9,66.7,0,0,0,0,3,0,0,2,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Lucas Vázquez,17,es ESP,RB,31-058,84,0,0,0,0,0,0,0,0,1,56,1,1,0,0,0.1,3,0,47,51,92.2,2,24,0,0,0,1,1,0,1,0,0,0,,0,1,0,1,1,2,1,0,47,51,92.2,767,182,21,22,95.5,18,20,90,5,6,83.3,0,0.1,0.1,1,1,2,1,2,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Dani Carvajal,2,es ESP,RB,30-229,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,75,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,4,75,36,1,1,1,100,1,1,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
8/28/22,La Liga,Espanyol,Thibaut Courtois,1,be BEL,GK,30-109,90,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0.1,1,0,29,36,80.6,0,31,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,36,80.6,701,520,5,5,100,19,19,100,5,12,41.7,0,0.1,0,1,0,0,0,0,https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga
9/3/22,La Liga,Real Betis,Karim Benzema,9,fr FRA,FW,34-258,90,0,0,0,0,4,0,0,0,0,58,0,0,1,1,0.2,8,0,46,51,90.2,7,36,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,51,90.2,530,115,35,37,94.6,6,7,85.7,1,1,100,0,0.2,0.3,4,4,5,0,7,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Vinicius Júnior,20,br BRA,LW,22-053,90,1,0,0,0,4,1,0,0,0,64,3,0,0.7,0.7,0.1,4,0,36,46,78.3,3,45,6,7,1,3,2,2,1,0,3,4,75,1,0,0,0,0,3,0,0,36,46,78.3,482,106,24,28,85.7,11,14,78.6,1,2,50,0,0.1,0.3,2,0,4,1,3,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Rodrygo,21,br BRA,RW,21-237,79,1,0,0,0,3,1,0,0,0,30,2,0,0.5,0.5,0.4,6,0,13,19,68.4,1,22,3,3,1,2,1,0,0,2,1,1,100,0,0,0,0,0,2,0,0,13,19,68.4,133,52,8,9,88.9,3,6,50,0,0,,0,0.4,0.3,2,2,1,0,1,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Dani Ceballos,19,es ESP,RM,26-027,11,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,1,0,13,13,100,1,11,0,0,0,1,1,0,0,1,1,1,100,0,0,0,0,1,2,0,0,13,13,100,179,15,8,8,100,5,5,100,0,0,,0,0,0,1,2,0,0,1,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Eduardo Camavinga,12,fr FRA,LM,19-297,62,0,0,0,0,0,0,0,0,0,49,1,3,0,0,0.1,5,0,36,38,94.7,12,32,3,4,1,1,1,0,1,0,0,1,0,1,3,1,2,0,1,0,0,36,38,94.7,711,303,14,16,87.5,16,16,100,5,5,100,0,0.1,0,1,7,0,0,12,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Federico Valverde,15,uy URU,"RM,RW",24-043,28,0,1,0,0,1,0,0,0,1,28,0,0,0,0,0.4,1,1,24,26,92.3,2,21,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,24,26,92.3,364,64,13,14,92.9,10,10,100,1,1,100,1,0.4,0.3,1,2,1,0,2,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Aurélien Tchouaméni,18,fr FRA,CM,22-219,90,0,0,0,0,2,1,0,0,3,84,7,3,0.1,0.1,0,3,0,58,66,87.9,11,56,2,2,1,7,4,1,6,0,5,6,83.3,1,3,0,3,3,10,1,0,58,66,87.9,989,442,21,24,87.5,33,36,91.7,2,3,66.7,0,0,0,1,8,0,0,11,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Luka Modrić,10,hr CRO,"RM,LM",36-359,79,0,0,0,0,3,1,0,0,1,68,2,0,0.2,0.2,0.3,6,1,53,62,85.5,10,34,3,2,2,2,0,2,0,0,2,3,66.7,1,0,0,0,1,3,1,0,53,62,85.5,1018,397,22,25,88,24,26,92.3,7,10,70,0,0.3,0.2,3,9,2,1,10,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Toni Kroos,8,de GER,LM,32-242,11,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.1,3,0,15,18,83.3,3,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,18,83.3,323,112,4,4,100,8,10,80,3,4,75,0,0.1,0.1,2,4,0,0,3,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,Ferland Mendy,23,fr FRA,LB,27-087,90,0,0,0,0,0,0,0,0,3,54,3,0,0,0,0,3,0,47,47,100,5,27,0,2,1,3,1,2,1,0,2,3,66.7,1,0,0,0,3,6,0,0,47,47,100,713,215,26,26,100,15,15,100,5,5,100,0,0,0,1,1,0,0,5,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
9/3/22,La Liga,Real Betis,David Alaba,4,at AUT,CB,30-071,90,0,1,0,0,4,0,0,0,0,43,0,0,0.3,0.3,0.3,1,1,35,38,92.1,2,30,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,38,92.1,695,305,13,13,100,15,16,93.8,5,6,83.3,1,0.3,0.2,1,2,1,0,2,https://fbref.com/en/matches/7f84388c/Real-Madrid-Real-Betis-September-3-2022-La-Liga
