Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA SCA,SCA GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
9/20/20,La Liga,Real Sociedad,Ferland Mendy,23,fr FRA,LB,25-104,90,0,0,0,0,1,0,1,0,81,1,4,0,0,0,0.2,3,0,51,63,81,7,58,4,4,3,1,1,1,0,0,1,1,100,0,0,0,0,4,5,2,0,51,63,81,725,177,33,35,94.3,17,19,89.5,1,3,33.3,0,0.2,0.1,2,4,2,0,7,https://fbref.com/en/matches/9ff705c3/Real-Sociedad-Real-Madrid-September-20-2020-La-Liga
9/20/20,La Liga,Real Sociedad,Sergio Ramos,4,es ESP,CB,34-174,90,0,0,0,0,2,0,0,0,97,1,1,0,0.2,0.2,0,2,0,85,88,96.6,14,66,0,2,1,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,0,85,88,96.6,1828,586,27,27,100,41,43,95.3,16,16,100,0,0,0,1,13,0,0,14,https://fbref.com/en/matches/9ff705c3/Real-Sociedad-Real-Madrid-September-20-2020-La-Liga
9/20/20,La Liga,Real Sociedad,Raphaël Varane,5,fr FRA,CB,27-148,90,0,0,0,0,1,0,0,0,79,0,2,1,0.1,0.1,0,1,0,69,73,94.5,1,52,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0,69,73,94.5,1285,351,25,26,96.2,40,41,97.6,4,6,66.7,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/9ff705c3/Real-Sociedad-Real-Madrid-September-20-2020-La-Liga
9/20/20,La Liga,Real Sociedad,Dani Carvajal,2,es ESP,RB,28-253,90,0,0,0,0,2,1,1,0,106,5,1,1,0,0,0,1,0,74,95,77.9,5,67,2,2,0,5,4,1,1,3,2,2,100,0,1,0,1,1,6,0,0,74,95,77.9,1280,311,33,37,89.2,32,38,84.2,7,13,53.8,0,0,0,1,6,0,0,5,https://fbref.com/en/matches/9ff705c3/Real-Sociedad-Real-Madrid-September-20-2020-La-Liga
9/20/20,La Liga,Real Sociedad,Thibaut Courtois,1,be BEL,GK,28-132,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,29,37,78.4,0,27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,37,78.4,708,351,5,5,100,17,17,100,7,15,46.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9ff705c3/Real-Sociedad-Real-Madrid-September-20-2020-La-Liga
9/26/20,La Liga,Real Betis,Karim Benzema,9,fr FRA,FW,32-282,90,0,1,0,0,4,1,0,0,52,0,0,1,1.5,1.5,0.4,4,1,28,36,77.8,3,23,4,5,2,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,28,36,77.8,357,80,15,18,83.3,8,10,80,2,3,66.7,1,0.4,0.3,1,3,0,0,3,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Luka Jović,18,rs SRB,FW,22-278,71,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,6,11,54.5,0,6,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,11,54.5,62,0,5,7,71.4,1,1,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Borja Mayoral,16,es ESP,FW,23-174,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,75,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,4,75,48,0,0,0,,3,3,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Martin Ødegaard,21,no NOR,AM,21-284,45,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,22,24,91.7,4,17,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,24,91.7,301,80,10,10,100,8,9,88.9,1,2,50,0,0,0,0,2,0,0,4,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Isco,22,es ESP,AM,28-158,45,0,0,0,0,1,1,0,0,40,0,0,0,0.3,0.3,0.3,2,0,29,38,76.3,4,29,0,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,38,76.3,395,120,16,17,94.1,9,11,81.8,1,3,33.3,0,0.3,0.1,1,2,1,0,4,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Toni Kroos,8,de GER,LM,30-266,44,0,0,0,0,0,0,0,0,47,3,0,1,0,0,0.3,2,0,37,42,88.1,5,29,0,0,0,3,1,2,1,0,0,1,0,1,1,0,1,0,3,1,0,37,42,88.1,704,180,15,15,100,12,14,85.7,9,11,81.8,0,0.3,0.2,2,4,1,0,5,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Luka Modrić,10,hr CRO,LM,35-017,46,0,0,0,0,0,0,1,0,35,1,0,1,0,0,0,0,0,27,32,84.4,2,18,2,3,1,1,1,0,0,1,1,1,100,0,1,0,1,0,1,0,0,27,32,84.4,406,92,12,12,100,9,10,90,3,4,75,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Casemiro,14,br BRA,CM,28-216,90,0,0,0,0,0,0,0,0,74,4,3,4,0,0,0.1,2,0,46,62,74.2,4,28,1,1,1,4,4,2,2,0,2,4,50,2,4,1,3,3,7,1,0,46,62,74.2,861,263,21,26,80.8,15,17,88.2,7,14,50,0,0.1,0,1,2,1,0,4,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Federico Valverde,15,uy URU,RM,22-066,90,1,0,0,0,1,1,0,0,66,1,3,1,0.4,0.4,1,2,0,51,60,85,6,38,4,3,3,1,1,1,0,0,0,0,,0,1,1,0,3,4,0,0,51,60,85,707,155,32,34,94.1,14,18,77.8,3,5,60,0,1,0.8,2,2,1,0,6,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Ferland Mendy,23,fr FRA,LB,25-110,90,0,0,0,0,1,0,0,0,63,1,0,0,0.1,0.1,0,3,0,52,57,91.2,5,39,4,3,2,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0,52,57,91.2,617,177,37,37,100,10,12,83.3,2,3,66.7,0,0,0,0,1,0,0,5,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Sergio Ramos,4,es ESP,CB,34-180,90,1,0,1,1,3,0,0,0,81,2,2,0,1.5,0.8,0.3,2,0,63,70,90,5,40,3,0,0,2,2,1,0,1,1,1,100,0,0,0,0,2,4,2,0,63,70,90,1319,614,28,31,90.3,22,22,100,13,14,92.9,0,0.3,0.1,1,8,2,1,5,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Raphaël Varane,5,fr FRA,CB,27-154,90,0,0,0,0,0,0,0,0,64,2,1,3,0,0,0,0,0,48,55,87.3,2,35,0,0,0,2,2,0,2,0,0,0,,0,3,2,1,1,3,3,0,48,55,87.3,1034,355,9,10,90,35,35,100,4,8,50,0,0,0,0,3,0,0,2,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Dani Carvajal,2,es ESP,RB,28-259,90,0,0,0,0,0,0,1,0,72,0,1,3,0,0,0,3,2,50,65,76.9,4,36,3,0,0,0,0,0,0,0,0,2,0,2,3,0,3,1,1,2,0,50,65,76.9,860,194,23,25,92,20,29,69,6,8,75,0,0,0,0,0,3,1,4,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/26/20,La Liga,Real Betis,Thibaut Courtois,1,be BEL,GK,28-138,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,32,35,91.4,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32,35,91.4,762,380,2,2,100,24,24,100,6,9,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/eca849a3/Real-Betis-Real-Madrid-September-26-2020-La-Liga
9/30/20,La Liga,Valladolid,Karim Benzema,9,fr FRA,FW,32-286,86,0,0,0,0,3,1,0,0,35,0,0,0,0.1,0.1,0.1,2,0,21,29,72.4,4,25,1,3,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,21,29,72.4,277,34,13,16,81.3,8,10,80,0,1,0,0,0.1,0.1,1,1,1,0,4,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Borja Mayoral,16,es ESP,FW,23-178,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Luka Jović,18,rs SRB,FW,22-282,57,0,0,0,0,3,1,0,0,27,0,0,0,0.6,0.6,0.1,2,0,20,22,90.9,0,15,0,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,22,90.9,267,13,14,15,93.3,5,5,100,1,1,100,0,0.1,0,1,1,0,0,0,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Vinicius Júnior,20,br BRA,FW,20-080,33,1,0,0,0,3,2,0,0,19,1,0,0,0.7,0.7,0,1,0,7,10,70,0,17,2,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,7,10,70,89,11,6,7,85.7,1,1,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Isco,22,es ESP,AM,28-162,56,0,0,0,0,0,0,0,0,45,0,1,1,0,0,0,1,0,30,41,73.2,5,36,3,1,1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,30,41,73.2,520,123,16,18,88.9,11,11,100,3,8,37.5,0,0,0,0,4,0,0,5,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Marco Asensio,11,es ESP,AM,24-253,34,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,1,0,16,24,66.7,1,21,2,5,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,24,66.7,302,67,8,12,66.7,6,8,75,2,3,66.7,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Luka Modrić,10,hr CRO,"LM,RM",35-021,90,0,0,0,0,1,0,0,0,79,2,2,0,0,0,0.2,7,0,62,70,88.6,16,63,4,9,6,2,2,0,1,1,1,2,50,1,0,0,0,2,4,1,0,62,70,88.6,1014,442,32,34,94.1,22,24,91.7,6,9,66.7,0,0.2,0.2,4,10,2,0,16,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Casemiro,14,br BRA,CM,28-220,90,0,0,0,0,1,0,1,0,68,2,0,1,0.7,0.7,0,0,0,42,59,71.2,4,34,0,1,1,2,2,2,0,0,1,1,100,0,1,0,1,0,2,3,0,42,59,71.2,896,321,12,18,66.7,21,24,87.5,9,13,69.2,0,0,0,1,7,0,0,4,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Federico Valverde,15,uy URU,"RM,LM",22-070,90,0,0,0,0,1,1,0,0,56,1,1,1,0.1,0.1,0.5,2,0,42,47,89.4,8,38,2,2,1,1,1,1,0,0,1,2,50,1,1,0,1,1,2,0,0,42,47,89.4,748,202,20,22,90.9,18,19,94.7,3,3,100,0,0.5,0.2,2,6,1,0,8,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Marcelo,12,br BRA,LB,32-141,90,0,0,0,0,2,0,1,0,81,2,0,0,0.1,0.1,0,5,0,63,75,84,13,62,1,2,2,2,1,2,0,0,2,2,100,0,0,0,0,0,2,2,0,63,75,84,1025,379,36,39,92.3,23,30,76.7,4,6,66.7,0,0,0.1,1,8,4,0,13,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Sergio Ramos,4,es ESP,CB,34-184,90,0,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,0,76,77,98.7,9,61,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,76,77,98.7,1621,678,22,23,95.7,40,40,100,14,14,100,0,0,0,0,9,0,0,9,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Raphaël Varane,5,fr FRA,CB,27-158,90,0,0,0,0,0,0,0,0,72,0,3,0,0,0,0,1,0,56,63,88.9,6,47,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,5,0,56,63,88.9,1240,441,10,12,83.3,35,37,94.6,11,12,91.7,0,0,0,1,7,0,0,6,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Álvaro Odriozola,19,es ESP,RB,24-291,56,0,0,0,0,0,0,0,0,49,1,1,1,0,0,0,2,0,34,39,87.2,1,34,1,6,3,1,1,0,1,0,0,0,,0,1,0,1,1,2,1,0,34,39,87.2,675,155,10,10,100,21,23,91.3,3,3,100,0,0,0,0,0,2,1,1,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Dani Carvajal,2,es ESP,RB,28-263,34,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,25,29,86.2,0,17,1,0,0,2,2,1,1,0,1,1,100,0,0,0,0,0,2,3,0,25,29,86.2,408,182,13,14,92.9,11,11,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
9/30/20,La Liga,Valladolid,Thibaut Courtois,1,be BEL,GK,28-142,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,35,39,89.7,0,30,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,39,89.7,933,576,4,4,100,22,22,100,9,13,69.2,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
10/4/20,La Liga,Levante,Karim Benzema,9,fr FRA,FW,32-290,90,1,0,0,0,6,1,0,0,44,1,0,0,0.9,0.9,0.7,5,2,27,33,81.8,3,23,7,2,2,1,1,0,0,1,1,1,100,0,0,0,0,0,1,1,0,27,33,81.8,290,77,15,19,78.9,7,8,87.5,0,0,,0,0.7,0.7,1,1,2,0,3,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Vinicius Júnior,20,br BRA,LW,20-084,68,1,0,0,0,3,1,0,0,45,1,0,0,1.2,1.2,0,3,1,33,39,84.6,3,31,5,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,33,39,84.6,417,55,21,23,91.3,7,8,87.5,2,4,50,0,0,0.1,1,0,2,0,3,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Lucas Vázquez,17,es ESP,LW,29-095,22,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,0,0,9,10,90,0,6,0,0,0,1,0,0,1,0,1,1,100,0,1,0,1,0,1,1,0,9,10,90,116,45,3,3,100,3,4,75,1,1,100,0,0,0,0,0,1,1,0,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Marco Asensio,11,es ESP,RW,24-257,68,0,0,0,0,0,0,0,0,47,0,1,1,0,0,0.5,5,0,31,39,79.5,3,34,2,2,2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,31,39,79.5,406,129,18,18,100,10,12,83.3,1,3,33.3,0,0.5,0.3,3,1,0,0,3,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Rodrygo,25,br BRA,RW,19-269,22,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0.6,2,1,5,8,62.5,2,8,1,4,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,5,8,62.5,61,42,3,5,60,1,1,100,0,0,,1,0.6,0,1,0,0,0,2,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Luka Modrić,10,hr CRO,LM,35-025,88,0,0,0,0,0,0,0,0,71,2,3,0,0,0,0.1,4,0,49,63,77.8,8,37,2,3,2,2,2,2,0,0,1,2,50,1,0,0,0,3,5,0,0,49,63,77.8,790,255,25,27,92.6,15,21,71.4,4,8,50,0,0.1,0.2,3,2,3,0,8,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Isco,22,es ESP,LM,28-166,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,4,75,0,3,0,0,0,1,1,0,1,0,1,2,50,1,0,0,0,0,1,0,0,3,4,75,21,0,2,3,66.7,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Casemiro,14,br BRA,CM,28-224,90,0,0,0,0,0,0,1,0,75,5,4,1,0,0,0.1,3,0,46,58,79.3,6,33,2,1,0,5,3,2,2,1,2,4,50,2,1,0,1,4,9,3,0,46,58,79.3,847,216,18,19,94.7,20,21,95.2,5,12,41.7,0,0.1,0.4,1,6,0,0,6,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Federico Valverde,15,uy URU,RM,22-074,88,0,0,0,0,2,0,0,0,54,3,4,0,0.1,0.1,0,2,0,35,44,79.5,4,26,4,3,2,3,1,2,1,0,1,1,100,0,0,0,0,4,7,0,0,35,44,79.5,452,114,19,24,79.2,8,11,72.7,2,2,100,0,0,0.4,1,1,0,0,4,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Martin Ødegaard,21,no NOR,RM,21-292,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,100,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,15,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Ferland Mendy,23,fr FRA,LB,25-118,90,0,0,0,0,1,1,0,0,72,0,3,0,0,0,0,1,0,61,63,96.8,6,43,4,3,3,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,0,61,63,96.8,707,219,43,43,100,13,14,92.9,0,1,0,0,0,0,1,3,1,0,6,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Sergio Ramos,4,es ESP,CB,34-188,90,0,0,0,0,0,0,0,0,70,1,2,2,0,0,0,0,0,56,63,88.9,6,37,1,1,1,1,1,0,1,0,0,0,,0,2,1,1,2,3,3,0,56,63,88.9,1132,328,21,24,87.5,23,24,95.8,11,13,84.6,0,0,0,0,3,0,0,6,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Raphaël Varane,5,fr FRA,CB,27-162,90,0,0,0,0,1,0,0,0,47,1,1,0,0,0,0,0,0,28,39,71.8,0,25,0,0,0,1,1,1,0,0,1,2,50,1,0,0,0,1,2,4,0,28,39,71.8,557,149,7,9,77.8,18,21,85.7,3,8,37.5,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
10/4/20,La Liga,Levante,Nacho,6,es ESP,RB,30-260,90,0,0,0,0,0,0,0,0,64,3,1,0,0,0,0,0,0,50,57,87.7,6,28,2,0,0,3,0,1,1,1,1,4,25,3,0,0,0,1,4,1,0,50,57,87.7,703,338,29,30,96.7,16,19,84.2,3,5,60,0,0,0,0,3,1,0,6,https://fbref.com/en/matches/9364ca86/Levante-Real-Madrid-October-4-2020-La-Liga
