match_id,player_id,player_name,jersey_number,position,match_date,competition,opponent,home_away,result,played,started,minutes_played,goals,assists,shots,shots_on_target,passes,passes_completed,pass_accuracy,tackles,interceptions,clearances,yellow_cards,red_cards,fouls_committed,fouls_suffered,saves,goals_conceded,clean_sheet,rating,player_of_match
2,105,Scott Carson,33,Goalkeeper,2023-08-15,Premier League,PSG,Home,Win,True,True,68,0,0,0,0,33,24,72.7,1,0,1,0,0,1,3,7,1,False,6.28,False
2,37581761,Mahamadou Susoho,76,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,79,0,0,2,1,42,37,88.1,5,2,2,0,0,0,2,0,0,False,6.17,False
2,30467945,Micah Hamilton,92,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,89,0,0,5,0,57,47,82.5,3,4,1,0,0,0,4,0,0,False,6.13,False
2,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-08-15,Premier League,PSG,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
2,30446925,Issa Kabore,78,Defender,2023-08-15,Premier League,PSG,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
2,336133,Philip Foden,47,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,88,0,0,5,1,67,62,92.5,4,2,2,1,0,1,1,0,0,False,5.5,False
2,73147,Mateo Kovačić,8,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,False,29,0,0,4,3,70,53,75.7,1,0,0,0,0,2,4,0,0,False,5.78,False
2,23697990,Jeremy Doku,11,Forward,2023-08-15,Premier League,PSG,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
2,1371,Kevin De Bruyne,17,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,61,0,1,2,2,52,42,80.8,2,3,2,0,0,1,1,0,0,False,6.14,False
2,154421,Erling Håland,9,Forward,2023-08-15,Premier League,PSG,Home,Win,True,False,21,1,0,5,3,20,15,75.0,0,2,2,0,0,0,3,0,0,False,6.76,False
2,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,False,33,0,0,5,3,62,53,85.5,2,4,0,0,0,3,2,0,0,False,6.49,False
2,24838191,Joško Gvardiol,24,Defender,2023-08-15,Premier League,PSG,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
2,28912747,Cole Palmer,80,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,87,0,0,4,3,86,73,84.9,2,4,0,0,0,2,2,0,0,False,5.64,False
2,186299,Aymeric Laporte,14,Defender,2023-08-15,Premier League,PSG,Home,Win,True,True,65,0,0,3,3,47,44,93.6,2,4,1,0,0,2,4,0,0,False,6.13,False
2,28575676,James Mcatee,87,Midfielder,2023-08-15,Premier League,PSG,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
2,37545384,Maximo Perrone,32,Midfielder,2023-08-15,Premier League,PSG,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
2,3354,Kalvin Phillips,4,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,71,0,0,5,2,64,48,75.0,1,2,2,0,0,2,0,0,0,False,5.51,False
2,24838234,Josh Wilson-Esbrand,97,Defender,2023-08-15,Premier League,PSG,Home,Win,True,True,63,0,0,2,2,70,61,87.1,1,0,2,0,0,0,3,0,0,False,6.2,False
2,4536537,Sergio Gómez Martín,21,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,66,0,0,0,0,74,70,94.6,2,3,2,0,0,2,4,0,0,False,6.38,False
2,21394947,Julián Álvarez,19,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,78,0,0,5,1,71,66,93.0,3,0,0,0,0,0,0,0,0,False,5.78,False
2,37459073,Rico Lewis,82,Defender,2023-08-15,Premier League,PSG,Home,Win,True,True,79,0,0,2,2,66,52,78.8,1,1,5,0,0,2,4,0,0,False,6.45,False
2,198062,Manuel Obafemi Akanji,25,Defender,2023-08-15,Premier League,PSG,Home,Win,True,True,65,0,0,0,0,45,36,80.0,2,0,5,0,0,2,2,0,0,False,6.14,False
2,1116,Jack Grealish,10,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,66,1,0,0,0,43,37,86.0,2,3,0,0,0,3,4,0,0,False,6.26,False
2,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-08-15,Premier League,PSG,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
2,37286732,Oscar Bobb,52,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,75,0,0,5,4,67,51,76.1,3,0,0,0,0,3,3,0,0,False,6.16,False
2,37612626,Jacob Wright,56,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,88,0,0,1,0,77,66,85.7,5,1,0,0,0,3,2,0,0,False,6.0,False
2,21781428,Matheus Luiz Nunes,27,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,71,0,0,4,0,59,45,76.3,2,1,0,0,0,1,0,0,0,False,6.21,False
2,982,John Stones,5,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,87,0,0,3,2,83,72,86.7,4,1,1,0,0,3,3,0,0,False,5.92,False
2,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-08-15,Premier League,PSG,Home,Win,True,True,86,0,0,1,1,51,45,88.2,0,3,4,0,0,1,4,3,1,False,6.42,False
2,1869,Nathan Aké,6,Defender,2023-08-15,Premier League,PSG,Home,Win,True,False,41,0,0,3,0,53,42,79.2,4,0,4,0,0,2,2,0,0,False,6.48,False
2,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-08-15,Premier League,PSG,Home,Win,True,True,63,0,0,0,0,72,63,87.5,5,2,0,0,0,0,2,0,0,False,6.29,False
2,911,Kyle Walker,2,Defender,2023-08-15,Premier League,PSG,Home,Win,True,True,75,0,0,2,0,64,51,79.7,6,2,7,0,0,1,1,0,0,False,6.09,False
3,105,Scott Carson,33,Goalkeeper,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,78,0,0,1,1,45,39,86.7,2,3,6,0,0,3,1,3,1,False,6.26,False
3,37581761,Mahamadou Susoho,76,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,72,0,0,3,0,96,90,93.8,1,4,0,0,0,3,3,0,0,False,5.86,False
3,30467945,Micah Hamilton,92,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,69,0,0,2,2,57,46,80.7,1,1,0,0,0,2,1,0,0,False,5.68,False
3,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,61,0,0,1,0,40,36,90.0,2,3,4,0,0,3,3,1,1,False,5.95,False
3,30446925,Issa Kabore,78,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,89,0,0,2,1,69,59,85.5,5,2,5,0,0,0,2,0,0,False,6.49,False
3,336133,Philip Foden,47,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,80,0,0,4,2,55,43,78.2,4,3,1,0,0,3,0,0,0,False,5.86,False
3,73147,Mateo Kovačić,8,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,66,0,0,0,0,95,80,84.2,4,3,2,0,0,0,0,0,0,False,6.26,False
3,23697990,Jeremy Doku,11,Forward,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,65,1,0,2,2,41,34,82.9,1,1,1,0,0,2,2,0,0,False,6.97,False
3,1371,Kevin De Bruyne,17,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,75,0,0,0,0,96,80,83.3,2,2,1,0,0,3,2,0,0,False,6.35,False
3,154421,Erling Håland,9,Forward,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,63,0,0,3,1,34,29,85.3,0,4,1,0,0,3,1,0,0,False,6.04,False
3,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,79,0,0,5,1,47,38,80.9,0,1,0,0,0,0,2,0,0,False,5.88,False
3,24838191,Joško Gvardiol,24,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,82,0,0,1,0,63,52,82.5,3,3,0,0,0,3,0,0,0,False,5.85,False
3,28912747,Cole Palmer,80,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,85,0,0,5,4,71,56,78.9,5,3,2,0,0,0,3,0,0,False,5.56,False
3,186299,Aymeric Laporte,14,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,74,0,0,2,1,47,37,78.7,7,2,7,0,0,3,3,0,0,False,5.74,False
3,28575676,James Mcatee,87,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,78,0,0,4,2,98,81,82.7,4,3,2,0,0,0,3,0,0,False,5.71,False
3,37545384,Maximo Perrone,32,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,False,43,0,0,2,2,58,50,86.2,5,1,2,0,0,0,1,0,0,False,6.06,False
3,3354,Kalvin Phillips,4,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
3,24838234,Josh Wilson-Esbrand,97,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,False,25,0,0,2,1,66,50,75.8,6,3,6,0,0,2,3,0,0,False,5.58,False
3,4536537,Sergio Gómez Martín,21,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,False,27,0,0,3,1,99,89,89.9,0,4,1,0,0,0,1,0,0,False,5.95,False
3,21394947,Julián Álvarez,19,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,78,0,0,4,1,83,68,81.9,3,3,0,0,0,2,1,0,0,False,5.61,False
3,37459073,Rico Lewis,82,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,73,0,0,0,0,43,34,79.1,1,2,7,0,0,0,2,0,0,False,6.08,False
3,198062,Manuel Obafemi Akanji,25,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,False,26,0,0,1,0,50,40,80.0,5,2,6,0,0,1,1,0,0,False,6.45,False
3,1116,Jack Grealish,10,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,61,0,0,4,2,40,36,90.0,1,0,1,0,0,1,0,0,0,False,6.29,False
3,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,76,0,0,3,2,46,38,82.6,1,0,4,0,0,1,1,0,0,False,6.13,False
3,37286732,Oscar Bobb,52,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,70,0,1,0,0,95,83,87.4,3,0,0,0,0,3,4,0,0,False,6.7,False
3,37612626,Jacob Wright,56,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,88,0,1,0,0,80,72,90.0,3,4,1,0,0,0,0,0,0,False,6.02,False
3,21781428,Matheus Luiz Nunes,27,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
3,982,John Stones,5,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,65,0,1,4,1,79,69,87.3,2,4,2,0,0,0,1,0,0,False,6.78,False
3,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-08-22,Premier League,Bayern Munich,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
3,1869,Nathan Aké,6,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,False,38,0,0,3,0,49,41,83.7,2,0,4,0,0,2,1,0,0,False,6.46,False
3,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,62,0,0,0,0,85,71,83.5,4,1,1,0,0,1,1,0,0,False,6.45,False
3,911,Kyle Walker,2,Defender,2023-08-22,Premier League,Bayern Munich,Home,Win,True,True,72,0,0,2,1,59,48,81.4,1,2,4,0,0,2,4,0,0,False,5.5,False
4,105,Scott Carson,33,Goalkeeper,2023-08-25,Premier League,Chelsea,Home,Draw,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
4,37581761,Mahamadou Susoho,76,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,False,24,0,0,4,0,96,84,87.5,5,2,0,0,0,0,0,0,0,False,6.31,False
4,30467945,Micah Hamilton,92,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,77,0,0,2,2,52,47,90.4,0,2,0,0,0,3,4,0,0,False,6.33,False
4,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-08-25,Premier League,Chelsea,Home,Draw,True,False,19,0,0,1,1,37,29,78.4,1,0,7,0,0,0,2,2,0,False,5.64,False
4,30446925,Issa Kabore,78,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,85,0,0,0,0,77,72,93.5,3,1,7,0,0,3,3,0,0,False,6.38,False
4,336133,Philip Foden,47,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,61,0,0,3,1,72,63,87.5,1,4,2,0,0,3,2,0,0,False,6.41,False
4,73147,Mateo Kovačić,8,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,70,0,2,0,0,89,75,84.3,4,3,1,0,0,1,3,0,0,False,6.71,False
4,23697990,Jeremy Doku,11,Forward,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,73,2,0,2,2,15,12,80.0,2,4,0,0,0,2,4,0,0,False,6.79,False
4,1371,Kevin De Bruyne,17,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
4,154421,Erling Håland,9,Forward,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,88,0,0,4,4,31,26,83.9,0,0,0,0,0,3,3,0,0,False,5.93,False
4,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,64,0,1,3,1,94,77,81.9,3,0,0,0,0,2,3,0,0,False,6.44,False
4,24838191,Joško Gvardiol,24,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,88,0,0,3,1,75,71,94.7,2,4,0,0,0,3,3,0,0,False,6.44,False
4,28912747,Cole Palmer,80,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,61,0,0,4,2,40,34,85.0,1,2,2,0,0,2,3,0,0,False,5.69,False
4,186299,Aymeric Laporte,14,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,72,0,0,1,1,64,57,89.1,1,0,7,0,0,3,0,0,0,False,6.05,False
4,28575676,James Mcatee,87,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,77,0,0,0,0,75,60,80.0,1,3,1,0,0,0,3,0,0,False,6.34,False
4,37545384,Maximo Perrone,32,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,80,0,1,0,0,54,40,74.1,5,0,0,0,0,0,0,0,0,False,6.53,False
4,3354,Kalvin Phillips,4,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,81,0,0,2,1,42,31,73.8,3,0,2,0,0,1,0,0,0,False,5.52,False
4,24838234,Josh Wilson-Esbrand,97,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,76,0,0,2,2,69,60,87.0,4,3,2,0,0,3,1,0,0,False,6.22,False
4,4536537,Sergio Gómez Martín,21,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,False,37,0,0,3,3,47,43,91.5,3,1,0,0,0,3,4,0,0,False,5.83,False
4,21394947,Julián Álvarez,19,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,False,38,0,0,3,3,60,46,76.7,0,3,0,0,0,2,0,0,0,False,5.77,False
4,37459073,Rico Lewis,82,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,62,0,0,1,0,35,29,82.9,7,2,5,0,0,2,4,0,0,False,5.84,False
4,198062,Manuel Obafemi Akanji,25,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
4,1116,Jack Grealish,10,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,79,0,0,0,0,45,36,80.0,0,4,0,0,0,2,0,0,0,False,6.45,False
4,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,74,0,0,0,0,31,23,74.2,3,3,0,0,0,0,0,0,0,False,6.41,False
4,37286732,Oscar Bobb,52,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,68,0,0,5,3,47,44,93.6,4,1,1,0,0,1,1,0,0,False,6.44,False
4,37612626,Jacob Wright,56,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,65,0,0,5,1,60,52,86.7,5,4,1,0,0,1,1,0,0,False,5.64,False
4,21781428,Matheus Luiz Nunes,27,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,83,0,0,0,0,68,61,89.7,2,0,0,0,0,2,4,0,0,False,6.05,False
4,982,John Stones,5,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,78,0,0,5,1,43,38,88.4,5,0,1,0,0,3,1,0,0,False,5.98,False
4,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-08-25,Premier League,Chelsea,Home,Draw,True,False,41,0,0,0,0,52,42,80.8,2,0,3,0,0,0,1,3,0,False,6.29,False
4,1869,Nathan Aké,6,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,61,0,0,0,0,34,31,91.2,2,1,0,0,0,0,3,0,0,False,5.51,False
4,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-08-25,Premier League,Chelsea,Home,Draw,True,True,86,0,0,1,0,91,81,89.0,1,4,0,0,0,3,2,0,0,False,6.48,False
4,911,Kyle Walker,2,Defender,2023-08-25,Premier League,Chelsea,Home,Draw,True,False,10,0,0,3,3,69,53,76.8,1,0,5,0,0,0,4,0,0,False,6.24,False
5,105,Scott Carson,33,Goalkeeper,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,83,0,0,0,0,31,27,87.1,0,3,5,0,0,2,4,7,3,False,5.84,False
5,37581761,Mahamadou Susoho,76,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
5,30467945,Micah Hamilton,92,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
5,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,61,0,0,0,0,47,36,76.6,2,2,7,0,0,0,3,3,3,False,6.3,False
5,30446925,Issa Kabore,78,Defender,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,78,0,0,0,0,30,24,80.0,1,1,4,0,0,0,0,0,0,False,6.4,False
5,336133,Philip Foden,47,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,84,0,0,1,1,93,71,76.3,0,0,0,0,0,2,1,0,0,False,5.55,False
5,73147,Mateo Kovačić,8,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,79,0,0,3,0,80,61,76.2,1,0,2,0,0,3,0,0,0,False,6.32,False
5,23697990,Jeremy Doku,11,Forward,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,82,0,0,7,6,20,16,80.0,2,3,0,0,0,3,2,0,0,False,5.72,False
5,1371,Kevin De Bruyne,17,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
5,154421,Erling Håland,9,Forward,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,90,1,0,1,1,34,30,88.2,1,1,1,0,0,1,4,0,0,False,6.16,False
5,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,69,0,0,0,0,94,80,85.1,3,0,1,0,0,1,2,0,0,False,5.94,False
5,24838191,Joško Gvardiol,24,Defender,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,84,0,0,2,0,65,51,78.5,2,4,4,0,0,3,4,0,0,False,5.88,False
5,28912747,Cole Palmer,80,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
5,186299,Aymeric Laporte,14,Defender,2023-08-30,Premier League,Inter Milan,Home,Draw,True,True,79,0,0,1,1,47,40,85.1,6,4,4,0,0,1,1,0,0,False,6.04,False
5,28575676,James Mcatee,87,Midfielder,2023-08-30,Premier League,Inter Milan,Home,Draw,True,False,37,0,0,2,0,61,48,78.7,0,0,0,0,0,3,0,0,0,False,6.49,False
