performance_id,match_id,player_name,team_name,started,minutes_played,position,formation_position,substituted_in,substituted_out,goals,assists,shots_total,shots_on_target,shots_off_target,shots_blocked,big_chances_created,big_chances_missed,passes_total,passes_completed,pass_accuracy,key_passes,through_balls,long_balls,crosses_total,crosses_accurate,tackles_total,tackles_won,tackle_success_rate,interceptions,clearances,blocks,headed_clearances,duels_total,duels_won,duel_success_rate,aerial_duels_total,aerial_duels_won,aerial_success_rate,yellow_cards,red_cards,fouls_committed,fouls_suffered,touches,dribbles_attempted,dribbles_successful,dribble_success_rate,dispossessed,distance_covered,sprints,rating,expected_goals,expected_assists,created_at,updated_at,match_date,opponent,competition
752,1,Oscar Bobb,Manchester City,1,76,MF,,,,0,0,1,0,0,0,0,0,52,46,88.1,0,0,0,0,0,2,1,0.0,1,4,0,0,0,0,0.0,0,0,0.0,0,0,1,0,65,0,0,0.0,0,9.5,0,7.8,0.0,0.0,2025-07-09T23:08:58.531179,2025-07-09T23:08:58.531180,2023-08-25,Arsenal,Premier League
378,1,Rico Lewis,Manchester City,0,25,MF,,,,0,0,2,1,0,0,0,0,46,43,83.0,0,0,0,0,0,2,1,0.0,1,5,0,0,0,0,0.0,0,0,0.0,0,0,1,3,62,0,0,0.0,0,9.8,0,7.9,0.0,0.0,2025-07-09T23:08:58.522165,2025-07-09T23:08:58.522165,2023-08-25,Arsenal,Premier League
176,1,Rúben Dias,Manchester City,1,82,MF,,,,1,0,1,1,0,0,0,0,37,33,83.7,0,0,0,0,0,6,4,0.0,4,5,0,0,0,0,0.0,0,0,0.0,0,0,3,4,53,0,0,0.0,0,9.2,0,6.6,0.0,0.0,2025-07-09T23:08:58.517673,2025-07-09T23:08:58.517674,2023-08-25,Arsenal,Premier League
541,1,Stefan Ortega,Manchester City,1,86,MF,,,,0,0,2,1,0,0,0,0,29,24,87.8,0,0,0,0,0,1,0,0.0,4,4,0,0,0,0,0.0,0,0,0.0,0,0,1,4,41,0,0,0.0,0,10.5,0,7.2,0.0,0.0,2025-07-09T23:08:58.526091,2025-07-09T23:08:58.526092,2023-08-25,Arsenal,Premier League
248,1,İlkay Gündoğan,Manchester City,1,71,MF,,,,0,1,0,0,0,0,0,0,55,47,80.1,0,0,0,0,0,0,0,0.0,3,5,0,0,0,0,0.0,0,0,0.0,0,0,2,4,69,0,0,0.0,0,9.5,0,8.1,0.0,0.0,2025-07-09T23:08:58.519273,2025-07-09T23:08:58.519274,2023-08-25,Arsenal,Premier League
103,2,Bernardo Silva,Manchester City,1,90,MF,,,,0,0,1,1,0,0,0,0,38,31,92.9,0,0,0,0,0,3,2,0.0,1,3,0,0,0,0,0.0,0,0,0.0,0,0,0,1,64,0,0,0.0,0,11.4,0,8.5,0.0,0.0,2025-07-09T23:08:58.516016,2025-07-09T23:08:58.516017,2023-09-01,Liverpool,Premier League
165,2,Ederson,Manchester City,0,34,MF,,,,0,0,2,0,0,0,0,0,25,23,83.5,0,0,0,0,0,6,3,0.0,4,4,0,0,0,0,0.0,0,0,0.0,0,0,0,1,38,0,0,0.0,0,10.9,0,7.5,0.0,0.0,2025-07-09T23:08:58.517289,2025-07-09T23:08:58.517290,2023-09-01,Liverpool,Premier League
60,2,Erling Haaland,Manchester City,1,81,MF,,,,1,0,5,1,0,0,0,0,42,35,86.4,0,0,0,0,0,3,1,0.0,4,1,0,0,0,0,0.0,0,0,0.0,0,0,0,2,65,0,0,0.0,0,9.8,0,8.3,0.0,0.0,2025-07-09T23:08:58.515066,2025-07-09T23:08:58.515067,2023-09-01,Liverpool,Premier League
625,2,Jack Grealish,Manchester City,1,73,MF,,,,0,1,3,2,0,0,0,0,61,49,91.1,0,0,0,0,0,2,1,0.0,0,1,0,0,0,0,0.0,0,0,0.0,1,0,1,2,79,0,0,0.0,0,9.4,0,8.4,0.0,0.0,2025-07-09T23:08:58.527988,2025-07-09T23:08:58.527989,2023-09-01,Liverpool,Premier League
688,2,Jahmai Simpson-Pusey,Manchester City,1,81,MF,,,,0,0,1,1,0,0,0,0,38,31,90.2,0,0,0,0,0,5,3,0.0,1,1,0,0,0,0,0.0,0,0,0.0,1,0,3,2,50,0,0,0.0,0,9.8,0,7.4,0.0,0.0,2025-07-09T23:08:58.529678,2025-07-09T23:08:58.529679,2023-09-01,Liverpool,Premier League
685,2,James Mcatee,Manchester City,1,85,MF,,,,0,0,2,2,0,0,0,0,55,46,80.0,0,0,0,0,0,6,4,0.0,0,2,0,0,0,0,0.0,0,0,0.0,1,0,0,2,70,0,0,0.0,0,10.9,0,7.7,0.0,0.0,2025-07-09T23:08:58.529484,2025-07-09T23:08:58.529485,2023-09-01,Liverpool,Premier League
531,2,Jeremy Doku,Manchester City,0,43,MF,,,,0,0,0,0,0,0,0,0,73,62,88.4,0,0,0,0,0,4,2,0.0,3,5,0,0,0,0,0.0,0,0,0.0,0,0,2,3,94,0,0,0.0,0,11.0,0,7.6,0.0,0.0,2025-07-09T23:08:58.525677,2025-07-09T23:08:58.525677,2023-09-01,Liverpool,Premier League
30,2,Joško Gvardiol,Manchester City,0,32,MF,,,,0,0,0,0,0,0,0,0,46,42,80.6,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,0.0,0,0,0.0,0,0,1,1,70,0,0,0.0,0,11.4,0,8.4,0.0,0.0,2025-07-09T23:08:58.514360,2025-07-09T23:08:58.514361,2023-09-01,Liverpool,Premier League
445,2,Kevin De Bruyne,Manchester City,1,83,MF,,,,1,0,5,2,0,0,0,0,52,48,87.7,0,0,0,0,0,2,1,0.0,1,3,0,0,0,0,0.0,0,0,0.0,0,0,0,1,79,0,0,0.0,0,10.7,0,7.0,0.0,0.0,2025-07-09T23:08:58.523862,2025-07-09T23:08:58.523862,2023-09-01,Liverpool,Premier League
575,2,Kyle Walker,Manchester City,0,39,MF,,,,0,0,3,0,0,0,0,0,80,69,81.8,0,0,0,0,0,6,3,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1,1,94,0,0,0.0,0,11.5,0,6.5,0.0,0.0,2025-07-09T23:08:58.526768,2025-07-09T23:08:58.526768,2023-09-01,Liverpool,Premier League
316,2,Manuel Akanji,Manchester City,1,72,MF,,,,0,0,3,0,0,0,0,0,42,38,83.3,0,0,0,0,0,1,0,0.0,2,3,0,0,0,0,0.0,0,0,0.0,0,0,3,2,67,0,0,0.0,0,9.3,0,7.9,0.0,0.0,2025-07-09T23:08:58.520885,2025-07-09T23:08:58.520886,2023-09-01,Liverpool,Premier League
293,2,Mateo Kovačić,Manchester City,1,76,MF,,,,0,0,0,0,0,0,0,0,60,53,85.9,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0.0,0,0,0.0,0,0,3,1,86,0,0,0.0,0,11.8,0,8.0,0.0,0.0,2025-07-09T23:08:58.520279,2025-07-09T23:08:58.520280,2023-09-01,Liverpool,Premier League
585,2,Nicolás González,Manchester City,1,85,MF,,,,0,0,3,0,0,0,0,0,60,53,89.8,0,0,0,0,0,3,2,0.0,4,3,0,0,0,0,0.0,0,0,0.0,0,0,2,1,71,0,0,0.0,0,10.5,0,6.6,0.0,0.0,2025-07-09T23:08:58.527067,2025-07-09T23:08:58.527068,2023-09-01,Liverpool,Premier League
757,2,Oscar Bobb,Manchester City,1,78,MF,,,,0,0,1,0,0,0,0,0,40,34,87.6,0,0,0,0,0,2,1,0.0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,1,1,54,0,0,0.0,0,11.1,0,8.1,0.0,0.0,2025-07-09T23:08:58.531258,2025-07-09T23:08:58.531259,2023-09-01,Liverpool,Premier League
423,2,Phil Foden,Manchester City,1,75,MF,,,,0,0,3,0,0,0,0,0,27,25,92.7,0,0,0,0,0,1,0,0.0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,2,2,41,0,0,0.0,0,9.3,0,7.7,0.0,0.0,2025-07-09T23:08:58.523307,2025-07-09T23:08:58.523307,2023-09-01,Liverpool,Premier League
366,2,Rico Lewis,Manchester City,1,80,MF,,,,0,0,3,2,0,0,0,0,37,31,80.9,0,0,0,0,0,6,4,0.0,0,4,0,0,0,0,0.0,0,0,0.0,0,0,2,3,51,0,0,0.0,0,11.4,0,6.9,0.0,0.0,2025-07-09T23:08:58.521943,2025-07-09T23:08:58.521944,2023-09-01,Liverpool,Premier League
723,2,Rodri,Manchester City,1,79,MF,,,,0,0,3,1,0,0,0,0,67,59,89.6,0,0,0,0,0,4,2,0.0,4,4,0,0,0,0,0.0,0,0,0.0,0,0,0,1,97,0,0,0.0,0,11.8,0,7.8,0.0,0.0,2025-07-09T23:08:58.530403,2025-07-09T23:08:58.530403,2023-09-01,Liverpool,Premier League
203,2,Rúben Dias,Manchester City,1,73,MF,,,,0,0,2,1,0,0,0,0,60,56,85.3,0,0,0,0,0,2,1,0.0,0,4,0,0,0,0,0.0,0,0,0.0,1,0,0,2,71,0,0,0.0,0,10.9,0,8.0,0.0,0.0,2025-07-09T23:08:58.518130,2025-07-09T23:08:58.518131,2023-09-01,Liverpool,Premier League
236,2,İlkay Gündoğan,Manchester City,1,70,MF,,,,0,1,3,0,0,0,0,0,79,68,88.7,0,0,0,0,0,4,2,0.0,4,3,0,0,0,0,0.0,0,0,0.0,0,0,3,4,93,0,0,0.0,0,9.8,0,8.4,0.0,0.0,2025-07-09T23:08:58.519061,2025-07-09T23:08:58.519062,2023-09-01,Liverpool,Premier League
126,3,Bernardo Silva,Manchester City,0,21,MF,,,,0,0,2,1,0,0,0,0,60,56,84.6,0,0,0,0,0,5,3,0.0,2,2,0,0,0,0,0.0,0,0,0.0,1,0,3,2,86,0,0,0.0,0,11.2,0,8.5,0.0,0.0,2025-07-09T23:08:58.516406,2025-07-09T23:08:58.516407,2023-09-05,Chelsea,Premier League
146,3,Ederson,Manchester City,1,79,MF,,,,0,0,0,0,0,0,0,0,62,55,80.3,0,0,0,0,0,3,2,0.0,0,4,0,0,0,0,0.0,0,0,0.0,0,0,3,4,81,0,0,0.0,0,10.7,0,7.1,0.0,0.0,2025-07-09T23:08:58.516960,2025-07-09T23:08:58.516961,2023-09-05,Chelsea,Premier League
56,3,Erling Haaland,Manchester City,1,84,MF,,,,0,0,0,0,0,0,0,0,60,50,84.6,0,0,0,0,0,3,2,0.0,3,2,0,0,0,0,0.0,0,0,0.0,0,0,0,3,87,0,0,0.0,0,11.5,0,8.5,0.0,0.0,2025-07-09T23:08:58.514999,2025-07-09T23:08:58.515000,2023-09-05,Chelsea,Premier League
638,3,Jack Grealish,Manchester City,1,81,MF,,,,0,0,2,2,0,0,0,0,34,31,89.9,0,0,0,0,0,6,4,0.0,2,3,0,0,0,0,0.0,0,0,0.0,0,0,2,0,56,0,0,0.0,0,9.6,0,6.5,0.0,0.0,2025-07-09T23:08:58.528184,2025-07-09T23:08:58.528184,2023-09-05,Chelsea,Premier League
14,3,Joško Gvardiol,Manchester City,1,74,MF,,,,0,0,1,0,0,0,0,0,55,51,80.6,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,1,1,70,0,0,0.0,0,9.4,0,8.2,0.0,0.0,2025-07-09T23:08:58.514115,2025-07-09T23:08:58.514116,2023-09-05,Chelsea,Premier League
570,3,Kyle Walker,Manchester City,1,88,MF,,,,0,0,3,2,0,0,0,0,49,41,80.5,0,0,0,0,0,3,2,0.0,0,2,0,0,0,0,0.0,0,0,0.0,0,0,3,0,77,0,0,0.0,0,10.4,0,6.9,0.0,0.0,2025-07-09T23:08:58.526694,2025-07-09T23:08:58.526694,2023-09-05,Chelsea,Premier League
307,3,Mateo Kovačić,Manchester City,0,25,MF,,,,0,0,1,1,0,0,0,0,72,68,93.9,0,0,0,0,0,6,4,0.0,3,1,0,0,0,0,0.0,0,0,0.0,0,0,3,3,85,0,0,0.0,0,10.9,0,7.9,0.0,0.0,2025-07-09T23:08:58.520518,2025-07-09T23:08:58.520519,2023-09-05,Chelsea,Premier League
479,3,Matheus Nunes,Manchester City,1,78,MF,,,,0,1,0,0,0,0,0,0,20,18,81.6,0,0,0,0,0,3,2,0.0,4,4,0,0,0,0,0.0,0,0,0.0,0,0,0,2,40,0,0,0.0,0,11.4,0,8.4,0.0,0.0,2025-07-09T23:08:58.524619,2025-07-09T23:08:58.524620,2023-09-05,Chelsea,Premier League
590,3,Nathan Aké,Manchester City,1,85,MF,,,,0,0,3,0,0,0,0,0,64,53,89.5,0,0,0,0,0,0,0,0.0,4,3,0,0,0,0,0.0,0,0,0.0,0,0,2,3,81,0,0,0.0,0,9.6,0,7.3,0.0,0.0,2025-07-09T23:08:58.527300,2025-07-09T23:08:58.527301,2023-09-05,Chelsea,Premier League
753,3,Oscar Bobb,Manchester City,1,79,MF,,,,0,0,1,1,0,0,0,0,56,48,85.5,0,0,0,0,0,3,2,0.0,3,2,0,0,0,0,0.0,0,0,0.0,0,0,1,4,82,0,0,0.0,0,9.0,0,8.0,0.0,0.0,2025-07-09T23:08:58.531198,2025-07-09T23:08:58.531198,2023-09-05,Chelsea,Premier League
421,3,Phil Foden,Manchester City,1,73,MF,,,,0,0,3,2,0,0,0,0,23,20,85.4,0,0,0,0,0,3,2,0.0,1,5,0,0,0,0,0.0,0,0,0.0,0,0,3,4,33,0,0,0.0,0,10.4,0,7.0,0.0,0.0,2025-07-09T23:08:58.523273,2025-07-09T23:08:58.523274,2023-09-05,Chelsea,Premier League
357,3,Rico Lewis,Manchester City,1,71,MF,,,,1,1,1,1,0,0,0,0,71,62,83.3,0,0,0,0,0,1,0,0.0,3,1,0,0,0,0,0.0,0,0,0.0,0,0,3,3,94,0,0,0.0,0,11.6,0,7.9,0.0,0.0,2025-07-09T23:08:58.521785,2025-07-09T23:08:58.521786,2023-09-05,Chelsea,Premier League
696,3,Rodri,Manchester City,1,72,MF,,,,0,0,0,0,0,0,0,0,71,60,86.0,0,0,0,0,0,0,0,0.0,3,4,0,0,0,0,0.0,0,0,0.0,0,0,3,0,83,0,0,0.0,0,11.6,0,8.5,0.0,0.0,2025-07-09T23:08:58.529968,2025-07-09T23:08:58.529968,2023-09-05,Chelsea,Premier League
180,3,Rúben Dias,Manchester City,1,75,MF,,,,0,0,1,1,0,0,0,0,22,18,88.0,0,0,0,0,0,4,2,0.0,0,3,0,0,0,0,0.0,0,0,0.0,0,0,1,2,52,0,0,0.0,0,10.6,0,7.4,0.0,0.0,2025-07-09T23:08:58.517745,2025-07-09T23:08:58.517745,2023-09-05,Chelsea,Premier League
398,3,Sávio,Manchester City,1,75,MF,,,,1,0,5,3,0,0,0,0,62,58,94.2,0,0,0,0,0,3,2,0.0,1,2,0,0,0,0,0.0,0,0,0.0,0,0,1,1,72,0,0,0.0,0,10.7,0,6.7,0.0,0.0,2025-07-09T23:08:58.522701,2025-07-09T23:08:58.522702,2023-09-05,Chelsea,Premier League
241,3,İlkay Gündoğan,Manchester City,1,77,MF,,,,0,0,2,1,0,0,0,0,25,20,91.9,0,0,0,0,0,4,3,0.0,3,2,0,0,0,0,0.0,0,0,0.0,0,0,0,2,51,0,0,0.0,0,10.1,0,8.5,0.0,0.0,2025-07-09T23:08:58.519153,2025-07-09T23:08:58.519154,2023-09-05,Chelsea,Premier League
92,4,Bernardo Silva,Manchester City,1,79,MF,,,,0,1,0,0,0,0,0,0,65,52,94.8,0,0,0,0,0,3,2,0.0,1,5,0,0,0,0,0.0,0,0,0.0,0,0,0,3,91,0,0,0.0,0,10.3,0,7.2,0.0,0.0,2025-07-09T23:08:58.515831,2025-07-09T23:08:58.515832,2023-09-18,Tottenham,Premier League
155,4,Ederson,Manchester City,1,78,MF,,,,0,0,1,1,0,0,0,0,37,29,93.6,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,1,2,62,0,0,0.0,0,9.6,0,7.1,0.0,0.0,2025-07-09T23:08:58.517122,2025-07-09T23:08:58.517123,2023-09-18,Tottenham,Premier League
63,4,Erling Haaland,Manchester City,1,84,MF,,,,1,0,0,0,0,0,0,0,40,32,92.8,0,0,0,0,0,3,1,0.0,2,5,0,0,0,0,0.0,0,0,0.0,1,0,1,0,57,0,0,0.0,0,10.1,0,7.8,0.0,0.0,2025-07-09T23:08:58.515117,2025-07-09T23:08:58.515118,2023-09-18,Tottenham,Premier League
513,4,Jeremy Doku,Manchester City,1,71,MF,,,,0,0,2,0,0,0,0,0,34,28,92.1,0,0,0,0,0,3,2,0.0,0,3,0,0,0,0,0.0,0,0,0.0,0,0,3,3,60,0,0,0.0,0,9.4,0,8.0,0.0,0.0,2025-07-09T23:08:58.525376,2025-07-09T23:08:58.525376,2023-09-18,Tottenham,Premier League
22,4,Joško Gvardiol,Manchester City,1,78,MF,,,,0,0,3,2,0,0,0,0,27,22,94.7,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0.0,0,0,0.0,0,0,0,1,40,0,0,0.0,0,10.3,0,8.3,0.0,0.0,2025-07-09T23:08:58.514240,2025-07-09T23:08:58.514241,2023-09-18,Tottenham,Premier League
317,4,Manuel Akanji,Manchester City,1,88,MF,,,,0,0,2,0,0,0,0,0,79,63,82.2,0,0,0,0,0,4,3,0.0,4,0,0,0,0,0,0.0,0,0,0.0,1,0,2,1,95,0,0,0.0,0,9.3,0,8.5,0.0,0.0,2025-07-09T23:08:58.520908,2025-07-09T23:08:58.520909,2023-09-18,Tottenham,Premier League
374,4,Rico Lewis,Manchester City,0,41,MF,,,,0,0,1,0,0,0,0,0,54,48,83.6,0,0,0,0,0,6,3,0.0,2,3,0,0,0,0,0.0,0,0,0.0,0,0,3,2,65,0,0,0.0,0,12.0,0,7.3,0.0,0.0,2025-07-09T23:08:58.522094,2025-07-09T23:08:58.522094,2023-09-18,Tottenham,Premier League
722,4,Rodri,Manchester City,1,80,MF,,,,1,0,4,2,0,0,0,0,69,56,88.5,0,0,0,0,0,3,2,0.0,0,4,0,0,0,0,0.0,0,0,0.0,1,0,3,1,80,0,0,0.0,0,9.2,0,7.9,0.0,0.0,2025-07-09T23:08:58.530386,2025-07-09T23:08:58.530387,2023-09-18,Tottenham,Premier League
178,4,Rúben Dias,Manchester City,1,75,MF,,,,0,1,3,0,0,0,0,0,39,31,89.3,0,0,0,0,0,2,1,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,3,4,58,0,0,0.0,0,9.8,0,6.8,0.0,0.0,2025-07-09T23:08:58.517710,2025-07-09T23:08:58.517711,2023-09-18,Tottenham,Premier League
539,4,Stefan Ortega,Manchester City,1,80,MF,,,,0,0,1,1,0,0,0,0,75,62,94.1,0,0,0,0,0,6,4,0.0,0,2,0,0,0,0,0.0,0,0,0.0,1,0,2,4,97,0,0,0.0,0,11.3,0,6.9,0.0,0.0,2025-07-09T23:08:58.526059,2025-07-09T23:08:58.526060,2023-09-18,Tottenham,Premier League
255,4,İlkay Gündoğan,Manchester City,0,44,MF,,,,0,0,2,0,0,0,0,0,68,59,82.3,0,0,0,0,0,4,2,0.0,2,5,0,0,0,0,0.0,0,0,0.0,0,0,1,3,85,0,0,0.0,0,9.0,0,7.7,0.0,0.0,2025-07-09T23:08:58.519391,2025-07-09T23:08:58.519392,2023-09-18,Tottenham,Premier League
120,5,Bernardo Silva,Manchester City,0,34,MF,,,,0,0,3,2,0,0,0,0,24,19,89.8,0,0,0,0,0,3,1,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,2,0,47,0,0,0.0,0,11.0,0,7.9,0.0,0.0,2025-07-09T23:08:58.516307,2025-07-09T23:08:58.516308,2023-09-30,Newcastle United,Premier League
132,5,Ederson,Manchester City,1,70,MF,,,,0,0,1,1,0,0,0,0,26,22,93.2,0,0,0,0,0,5,3,0.0,3,3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,54,0,0,0.0,0,11.4,0,6.6,0.0,0.0,2025-07-09T23:08:58.516720,2025-07-09T23:08:58.516721,2023-09-30,Newcastle United,Premier League
81,5,Erling Haaland,Manchester City,0,23,MF,,,,0,0,1,1,0,0,0,0,67,60,91.7,0,0,0,0,0,5,3,0.0,1,1,0,0,0,0,0.0,0,0,0.0,1,0,1,1,91,0,0,0.0,0,11.0,0,7.9,0.0,0.0,2025-07-09T23:08:58.515425,2025-07-09T23:08:58.515425,2023-09-30,Newcastle United,Premier League
614,5,Jack Grealish,Manchester City,1,87,MF,,,,1,0,5,3,0,0,0,0,36,30,89.8,0,0,0,0,0,6,4,0.0,4,3,0,0,0,0,0.0,0,0,0.0,0,0,2,4,63,0,0,0.0,0,10.0,0,7.7,0.0,0.0,2025-07-09T23:08:58.527813,2025-07-09T23:08:58.527813,2023-09-30,Newcastle United,Premier League
511,5,Jeremy Doku,Manchester City,1,85,MF,,,,0,0,0,0,0,0,0,0,73,63,85.6,0,0,0,0,0,2,1,0.0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,2,4,102,0,0,0.0,0,10.1,0,7.5,0.0,0.0,2025-07-09T23:08:58.525343,2025-07-09T23:08:58.525343,2023-09-30,Newcastle United,Premier League
657,5,John Stones,Manchester City,1,72,MF,,,,0,0,0,0,0,0,0,0,46,38,85.2,0,0,0,0,0,3,2,0.0,3,2,0,0,0,0,0.0,0,0,0.0,1,0,2,2,61,0,0,0.0,0,11.0,0,8.1,0.0,0.0,2025-07-09T23:08:58.528636,2025-07-09T23:08:58.528637,2023-09-30,Newcastle United,Premier League
464,5,Kevin De Bruyne,Manchester City,0,33,MF,,,,0,0,1,1,0,0,0,0,67,62,90.2,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,3,4,88,0,0,0.0,0,9.6,0,8.0,0.0,0.0,2025-07-09T23:08:58.524184,2025-07-09T23:08:58.524185,2023-09-30,Newcastle United,Premier League
580,5,Kyle Walker,Manchester City,0,33,MF,,,,0,0,3,2,0,0,0,0,64,59,82.9,0,0,0,0,0,2,1,0.0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,87,0,0,0.0,0,10.5,0,6.7,0.0,0.0,2025-07-09T23:08:58.526842,2025-07-09T23:08:58.526843,2023-09-30,Newcastle United,Premier League
344,5,Manuel Akanji,Manchester City,0,17,MF,,,,0,0,2,1,0,0,0,0,20,16,82.1,0,0,0,0,0,2,1,0.0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,2,0,49,0,0,0.0,0,10.0,0,8.4,0.0,0.0,2025-07-09T23:08:58.521373,2025-07-09T23:08:58.521374,2023-09-30,Newcastle United,Premier League
303,5,Mateo Kovačić,Manchester City,0,17,MF,,,,0,0,1,1,0,0,0,0,74,60,91.9,0,0,0,0,0,3,2,0.0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,3,2,92,0,0,0.0,0,11.4,0,7.6,0.0,0.0,2025-07-09T23:08:58.520451,2025-07-09T23:08:58.520452,2023-09-30,Newcastle United,Premier League
747,5,Oscar Bobb,Manchester City,1,70,MF,,,,0,0,2,1,0,0,0,0,54,45,82.4,0,0,0,0,0,0,0,0.0,2,3,0,0,0,0,0.0,0,0,0.0,0,0,1,1,73,0,0,0.0,0,11.2,0,6.7,0.0,0.0,2025-07-09T23:08:58.531103,2025-07-09T23:08:58.531104,2023-09-30,Newcastle United,Premier League
429,5,Phil Foden,Manchester City,1,70,MF,,,,1,1,3,1,0,0,0,0,53,50,83.5,0,0,0,0,0,1,0,0.0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,3,0,83,0,0,0.0,0,11.7,0,6.9,0.0,0.0,2025-07-09T23:08:58.523407,2025-07-09T23:08:58.523408,2023-09-30,Newcastle United,Premier League
